Imports Successful!
Net Init Complete.
RecordIter Setup Done.
<class 'mxnet.io.io.MXDataIter'>
<class 'mxnet.io.io.MXDataIter'>
Creating Data Loaders
<class '__main__.DataIterLoader'>
<class '__main__.DataIterLoader'>
Training Loop Started:
Epoch[0] Batch [49]:	Speed: 234.660207 samples/sec	top1-err=0.998437	top5-err=0.992500	train_loss=23616.823334
Epoch[4] Batch [8699]:	Speed: 316.884041 samples/sec	top1-err=0.701320	top5-err=0.452304	train_loss=1887776.219360
Epoch[4] Batch [8749]:	Speed: 314.213806 samples/sec	top1-err=0.701359	top5-err=0.452354	train_loss=1898801.971771
Epoch[4] Batch [8799]:	Speed: 317.643369 samples/sec	top1-err=0.701417	top5-err=0.452427	train_loss=1909721.617447
Epoch[4] Batch [8849]:	Speed: 318.362420 samples/sec	top1-err=0.701446	top5-err=0.452433	train_loss=1920786.912277
Epoch[4] Batch [8899]:	Speed: 317.982873 samples/sec	top1-err=0.701422	top5-err=0.452405	train_loss=1931558.650375
Epoch[4] Batch [8949]:	Speed: 318.372222 samples/sec	top1-err=0.701459	top5-err=0.452374	train_loss=1942340.937378
Epoch[4] Batch [8999]:	Speed: 318.360690 samples/sec	top1-err=0.701493	top5-err=0.452464	train_loss=1953334.136795
Epoch[4] Batch [9049]:	Speed: 318.197407 samples/sec	top1-err=0.701492	top5-err=0.452510	train_loss=1964288.634689
Epoch[4] Batch [9099]:	Speed: 318.294327 samples/sec	top1-err=0.701442	top5-err=0.452467	train_loss=1975051.654907
Epoch[4] Batch [9149]:	Speed: 318.479519 samples/sec	top1-err=0.701448	top5-err=0.452503	train_loss=1985970.972321
Epoch[4] Batch [9199]:	Speed: 317.408127 samples/sec	top1-err=0.701442	top5-err=0.452514	train_loss=1996954.432571
Epoch[4] Batch [9249]:	Speed: 316.435418 samples/sec	top1-err=0.701441	top5-err=0.452466	train_loss=2007794.029022
Epoch[4] Batch [9299]:	Speed: 315.194023 samples/sec	top1-err=0.701467	top5-err=0.452505	train_loss=2018700.600510
Epoch[4] Batch [9349]:	Speed: 314.472360 samples/sec	top1-err=0.701422	top5-err=0.452527	train_loss=2029672.121246
Epoch[4] Batch [9399]:	Speed: 315.724917 samples/sec	top1-err=0.701376	top5-err=0.452447	train_loss=2040376.121887
Epoch[4] Batch [9449]:	Speed: 316.781928 samples/sec	top1-err=0.701361	top5-err=0.452406	train_loss=2051081.978775
Epoch[4] Batch [9499]:	Speed: 316.228558 samples/sec	top1-err=0.701377	top5-err=0.452383	train_loss=2061872.740280
Epoch[4] Batch [9549]:	Speed: 316.820356 samples/sec	top1-err=0.701343	top5-err=0.452371	train_loss=2072785.226532
Epoch[4] Batch [9599]:	Speed: 316.737134 samples/sec	top1-err=0.701349	top5-err=0.452384	train_loss=2083726.661499
Epoch[4] Batch [9649]:	Speed: 316.809512 samples/sec	top1-err=0.701355	top5-err=0.452387	train_loss=2094569.572952
Epoch[4] Batch [9699]:	Speed: 317.523399 samples/sec	top1-err=0.701361	top5-err=0.452378	train_loss=2105438.202911
Epoch[4] Batch [9749]:	Speed: 317.774821 samples/sec	top1-err=0.701329	top5-err=0.452407	train_loss=2116246.532059
Epoch[4] Batch [9799]:	Speed: 317.497756 samples/sec	top1-err=0.701291	top5-err=0.452360	train_loss=2126929.994125
Epoch[4] Batch [9849]:	Speed: 318.080032 samples/sec	top1-err=0.701212	top5-err=0.452284	train_loss=2137459.902557
Epoch[4] Batch [9899]:	Speed: 315.244268 samples/sec	top1-err=0.701193	top5-err=0.452314	train_loss=2148306.248489
Epoch[4] Batch [9949]:	Speed: 314.414996 samples/sec	top1-err=0.701149	top5-err=0.452302	train_loss=2159131.529205
Epoch[4] Batch [9999]:	Speed: 315.312824 samples/sec	top1-err=0.701125	top5-err=0.452292	train_loss=2170030.362106
Epoch[4] Batch [10049]:	Speed: 316.594314 samples/sec	top1-err=0.701123	top5-err=0.452268	train_loss=2180748.708664
Epoch[4] Batch [10099]:	Speed: 317.107889 samples/sec	top1-err=0.701086	top5-err=0.452243	train_loss=2191375.064270
Epoch[4] Batch [10149]:	Speed: 317.407564 samples/sec	top1-err=0.701048	top5-err=0.452248	train_loss=2202011.690521
Epoch[4] Batch [10199]:	Speed: 316.921169 samples/sec	top1-err=0.701025	top5-err=0.452212	train_loss=2212730.731064
Epoch[4] Batch [10249]:	Speed: 316.460703 samples/sec	top1-err=0.701034	top5-err=0.452194	train_loss=2223519.673553
Epoch[4] Batch [10299]:	Speed: 316.709458 samples/sec	top1-err=0.700998	top5-err=0.452168	train_loss=2234281.703506
Epoch[4] Batch [10349]:	Speed: 316.935896 samples/sec	top1-err=0.700996	top5-err=0.452189	train_loss=2245170.366272
Epoch[4] Batch [10399]:	Speed: 317.105619 samples/sec	top1-err=0.701023	top5-err=0.452222	train_loss=2256188.691452
Epoch[4] Batch [10449]:	Speed: 317.066546 samples/sec	top1-err=0.701047	top5-err=0.452176	train_loss=2267011.416077
Epoch[4] Batch [10499]:	Speed: 318.445583 samples/sec	top1-err=0.701027	top5-err=0.452187	train_loss=2277837.634827
Epoch[4] Batch [10549]:	Speed: 318.092901 samples/sec	top1-err=0.701029	top5-err=0.452182	train_loss=2288641.860489
Epoch[4] Batch [10599]:	Speed: 317.345297 samples/sec	top1-err=0.701020	top5-err=0.452149	train_loss=2299450.137848
Epoch[4] Batch [10649]:	Speed: 317.336751 samples/sec	top1-err=0.700986	top5-err=0.452168	train_loss=2310417.755280
Epoch[4] Batch [10699]:	Speed: 316.298356 samples/sec	top1-err=0.700897	top5-err=0.452062	train_loss=2320995.425583
Epoch[4] Batch [10749]:	Speed: 314.659983 samples/sec	top1-err=0.700948	top5-err=0.452060	train_loss=2331982.412994
Epoch[4] Batch [10799]:	Speed: 315.300395 samples/sec	top1-err=0.700901	top5-err=0.452024	train_loss=2342639.748474
Epoch[4] Batch [10849]:	Speed: 316.630530 samples/sec	top1-err=0.700917	top5-err=0.451976	train_loss=2353299.053421
Epoch[4] Batch [10899]:	Speed: 314.939771 samples/sec	top1-err=0.700860	top5-err=0.451922	train_loss=2363884.960999
Epoch[4] Batch [10949]:	Speed: 317.495292 samples/sec	top1-err=0.700920	top5-err=0.451975	train_loss=2374882.613098
Epoch[4] Batch [10999]:	Speed: 315.875421 samples/sec	top1-err=0.700912	top5-err=0.451982	train_loss=2385908.729492
Epoch[4] Batch [11049]:	Speed: 315.214313 samples/sec	top1-err=0.700960	top5-err=0.452015	train_loss=2396737.421600
Epoch[4] Batch [11099]:	Speed: 316.159364 samples/sec	top1-err=0.700881	top5-err=0.452014	train_loss=2407374.820587
Epoch[4] Batch [11149]:	Speed: 317.607906 samples/sec	top1-err=0.700838	top5-err=0.451944	train_loss=2417930.180344
Epoch[4] Batch [11199]:	Speed: 317.413570 samples/sec	top1-err=0.700851	top5-err=0.451963	train_loss=2428676.764481
Epoch[4] Batch [11249]:	Speed: 317.923784 samples/sec	top1-err=0.700865	top5-err=0.451975	train_loss=2439786.599960
Epoch[4] Batch [11299]:	Speed: 316.795925 samples/sec	top1-err=0.700877	top5-err=0.451966	train_loss=2450648.964859
Epoch[4] Batch [11349]:	Speed: 317.224794 samples/sec	top1-err=0.700885	top5-err=0.451956	train_loss=2461503.258499
Epoch[4] Batch [11399]:	Speed: 318.000081 samples/sec	top1-err=0.700910	top5-err=0.451976	train_loss=2472486.099472
Epoch[4] Batch [11449]:	Speed: 318.781679 samples/sec	top1-err=0.700850	top5-err=0.451977	train_loss=2483258.232666
Epoch[4] Batch [11499]:	Speed: 316.285655 samples/sec	top1-err=0.700827	top5-err=0.451966	train_loss=2494056.058792
Epoch[4] Batch [11549]:	Speed: 317.985834 samples/sec	top1-err=0.700860	top5-err=0.451930	train_loss=2504783.601334
Epoch[4] Batch [11599]:	Speed: 317.581550 samples/sec	top1-err=0.700815	top5-err=0.451945	train_loss=2515539.331284
Epoch[4] Batch [11649]:	Speed: 318.448122 samples/sec	top1-err=0.700809	top5-err=0.451858	train_loss=2526108.403641
Epoch[4] Batch [11699]:	Speed: 317.840764 samples/sec	top1-err=0.700752	top5-err=0.451894	train_loss=2536852.772949
Epoch[4] Batch [11749]:	Speed: 318.130667 samples/sec	top1-err=0.700734	top5-err=0.451894	train_loss=2547704.374268
Epoch[4] Batch [11799]:	Speed: 318.014999 samples/sec	top1-err=0.700716	top5-err=0.451814	train_loss=2558409.298706
Epoch[4] Batch [11849]:	Speed: 318.312882 samples/sec	top1-err=0.700756	top5-err=0.451862	train_loss=2569440.264740
Epoch[4] Batch [11899]:	Speed: 318.344863 samples/sec	top1-err=0.700733	top5-err=0.451846	train_loss=2580169.448578
Epoch[4] Batch [11949]:	Speed: 318.114312 samples/sec	top1-err=0.700705	top5-err=0.451821	train_loss=2590945.817169
Epoch[4] Batch [11999]:	Speed: 318.223427 samples/sec	top1-err=0.700738	top5-err=0.451841	train_loss=2601894.050995
Epoch[4] Batch [12049]:	Speed: 317.324492 samples/sec	top1-err=0.700748	top5-err=0.451857	train_loss=2612796.958252
Epoch[4] Batch [12099]:	Speed: 318.163788 samples/sec	top1-err=0.700777	top5-err=0.451830	train_loss=2623574.261658
Epoch[4] Batch [12149]:	Speed: 318.424052 samples/sec	top1-err=0.700824	top5-err=0.451839	train_loss=2634492.265717
Epoch[4] Batch [12199]:	Speed: 318.630376 samples/sec	top1-err=0.700736	top5-err=0.451743	train_loss=2644989.290527
Epoch[4] Batch [12249]:	Speed: 318.305741 samples/sec	top1-err=0.700742	top5-err=0.451736	train_loss=2655927.406570
Epoch[4] Batch [12299]:	Speed: 318.743100 samples/sec	top1-err=0.700733	top5-err=0.451710	train_loss=2666686.422058
Epoch[4] Batch [12349]:	Speed: 317.855277 samples/sec	top1-err=0.700777	top5-err=0.451730	train_loss=2677605.472061
Epoch[4] Batch [12399]:	Speed: 316.257581 samples/sec	top1-err=0.700784	top5-err=0.451786	train_loss=2688795.496124
Epoch[4] Batch [12449]:	Speed: 315.505990 samples/sec	top1-err=0.700772	top5-err=0.451732	train_loss=2699551.854111
Epoch[4] Batch [12499]:	Speed: 315.639598 samples/sec	top1-err=0.700786	top5-err=0.451771	train_loss=2710461.494110
Epoch[4] Batch [12549]:	Speed: 315.553850 samples/sec	top1-err=0.700824	top5-err=0.451803	train_loss=2721465.734695
Epoch[4] Batch [12599]:	Speed: 316.197134 samples/sec	top1-err=0.700791	top5-err=0.451775	train_loss=2732409.787704
Epoch[4] Batch [12649]:	Speed: 316.703412 samples/sec	top1-err=0.700847	top5-err=0.451819	train_loss=2743479.609268
Epoch[4] Batch [12699]:	Speed: 316.448817 samples/sec	top1-err=0.700851	top5-err=0.451832	train_loss=2754275.511200
Epoch[4] Batch [12749]:	Speed: 316.966906 samples/sec	top1-err=0.700895	top5-err=0.451869	train_loss=2765313.324356
Epoch[4] Batch [12799]:	Speed: 318.092916 samples/sec	top1-err=0.700890	top5-err=0.451826	train_loss=2776050.865692
Epoch[4] Batch [12849]:	Speed: 316.587556 samples/sec	top1-err=0.700849	top5-err=0.451787	train_loss=2786791.668304
Epoch[4] Batch [12899]:	Speed: 317.313066 samples/sec	top1-err=0.700893	top5-err=0.451772	train_loss=2797648.212006
Epoch[4] Batch [12949]:	Speed: 317.423816 samples/sec	top1-err=0.700927	top5-err=0.451750	train_loss=2808439.736954
Epoch[4] Batch [12999]:	Speed: 317.517329 samples/sec	top1-err=0.700894	top5-err=0.451697	train_loss=2819118.003891
Epoch[4] Batch [13049]:	Speed: 316.950483 samples/sec	top1-err=0.700937	top5-err=0.451734	train_loss=2830186.380035
Epoch[4] Batch [13099]:	Speed: 314.143719 samples/sec	top1-err=0.700969	top5-err=0.451755	train_loss=2841031.736679
Epoch[4] Batch [13149]:	Speed: 318.172967 samples/sec	top1-err=0.700984	top5-err=0.451792	train_loss=2851970.255890
Epoch[4] Batch [13199]:	Speed: 318.043386 samples/sec	top1-err=0.701006	top5-err=0.451744	train_loss=2862598.041702
Epoch[4] Batch [13249]:	Speed: 317.751514 samples/sec	top1-err=0.701024	top5-err=0.451724	train_loss=2873421.479401
Epoch[4] Batch [13299]:	Speed: 318.165809 samples/sec	top1-err=0.701029	top5-err=0.451703	train_loss=2884263.110672
Epoch[4] Batch [13349]:	Speed: 318.107262 samples/sec	top1-err=0.701050	top5-err=0.451713	train_loss=2895168.293625
Epoch[4] Batch [13399]:	Speed: 317.878749 samples/sec	top1-err=0.701074	top5-err=0.451732	train_loss=2906000.494278
Epoch[4] Batch [13449]:	Speed: 318.524263 samples/sec	top1-err=0.701095	top5-err=0.451736	train_loss=2916911.503784
Epoch[4] Batch [13499]:	Speed: 317.284382 samples/sec	top1-err=0.701065	top5-err=0.451731	train_loss=2927715.010895
Epoch[4] Batch [13549]:	Speed: 318.309651 samples/sec	top1-err=0.701037	top5-err=0.451760	train_loss=2938454.762573
Epoch[4] Batch [13599]:	Speed: 318.374880 samples/sec	top1-err=0.701003	top5-err=0.451724	train_loss=2949170.187851
Epoch[4] Batch [13649]:	Speed: 318.121083 samples/sec	top1-err=0.701045	top5-err=0.451762	train_loss=2960273.579132
Epoch[4] Batch [13699]:	Speed: 318.126949 samples/sec	top1-err=0.701082	top5-err=0.451794	train_loss=2971180.716904
Epoch[4] Batch [13749]:	Speed: 318.010983 samples/sec	top1-err=0.701114	top5-err=0.451810	train_loss=2982084.806732
Epoch[4] Batch [13799]:	Speed: 317.767877 samples/sec	top1-err=0.701119	top5-err=0.451821	train_loss=2992913.148834
Epoch[4] Batch [13849]:	Speed: 318.404449 samples/sec	top1-err=0.701088	top5-err=0.451788	train_loss=3003620.900620
Epoch[4] Batch [13899]:	Speed: 319.047370 samples/sec	top1-err=0.701058	top5-err=0.451785	train_loss=3014393.350983
Epoch[4] Batch [13949]:	Speed: 318.623773 samples/sec	top1-err=0.701008	top5-err=0.451704	train_loss=3024972.055511
Epoch[4] Batch [13999]:	Speed: 318.485005 samples/sec	top1-err=0.701013	top5-err=0.451747	train_loss=3035898.193008
Epoch[4] Batch [14049]:	Speed: 318.412834 samples/sec	top1-err=0.700985	top5-err=0.451727	train_loss=3046675.507019
Epoch[4] Batch [14099]:	Speed: 318.070369 samples/sec	top1-err=0.700984	top5-err=0.451687	train_loss=3057449.665771
Epoch[4] Batch [14149]:	Speed: 318.172824 samples/sec	top1-err=0.700984	top5-err=0.451678	train_loss=3068265.485229
Epoch[4] Batch [14199]:	Speed: 318.094386 samples/sec	top1-err=0.700982	top5-err=0.451684	train_loss=3079123.088150
Epoch[4] Batch [14249]:	Speed: 317.860388 samples/sec	top1-err=0.700999	top5-err=0.451677	train_loss=3090042.495926
Epoch[4] Batch [14299]:	Speed: 318.157038 samples/sec	top1-err=0.700962	top5-err=0.451619	train_loss=3100677.467300
Epoch[4] Batch [14349]:	Speed: 318.226445 samples/sec	top1-err=0.700976	top5-err=0.451642	train_loss=3111534.614471
Epoch[4] Batch [14399]:	Speed: 317.276514 samples/sec	top1-err=0.700986	top5-err=0.451619	train_loss=3122247.074493
Epoch[4] Batch [14449]:	Speed: 318.810067 samples/sec	top1-err=0.701020	top5-err=0.451635	train_loss=3133195.189529
Epoch[4] Batch [14499]:	Speed: 318.666378 samples/sec	top1-err=0.701069	top5-err=0.451684	train_loss=3144336.871216
Epoch[4] Batch [14549]:	Speed: 317.868382 samples/sec	top1-err=0.701051	top5-err=0.451674	train_loss=3155054.252579
Epoch[4] Batch [14599]:	Speed: 317.723382 samples/sec	top1-err=0.701073	top5-err=0.451704	train_loss=3165983.751465
Epoch[4] Batch [14649]:	Speed: 318.153380 samples/sec	top1-err=0.701067	top5-err=0.451689	train_loss=3176788.062378
Epoch[4] Batch [14699]:	Speed: 318.177349 samples/sec	top1-err=0.701028	top5-err=0.451675	train_loss=3187547.307983
Epoch[4] Batch [14749]:	Speed: 317.697917 samples/sec	top1-err=0.701037	top5-err=0.451691	train_loss=3198469.042175
Epoch[4] Batch [14799]:	Speed: 315.883331 samples/sec	top1-err=0.701019	top5-err=0.451652	train_loss=3209280.053070
Epoch[4] Batch [14849]:	Speed: 316.461554 samples/sec	top1-err=0.701009	top5-err=0.451642	train_loss=3219963.137985
Epoch[4] Batch [14899]:	Speed: 319.236954 samples/sec	top1-err=0.701003	top5-err=0.451659	train_loss=3230873.468735
Epoch[4] Batch [14949]:	Speed: 318.140032 samples/sec	top1-err=0.700968	top5-err=0.451628	train_loss=3241568.256775
Epoch[4] Batch [14999]:	Speed: 317.695865 samples/sec	top1-err=0.700979	top5-err=0.451592	train_loss=3252242.323303
Epoch[4] Batch [15049]:	Speed: 315.392083 samples/sec	top1-err=0.700946	top5-err=0.451606	train_loss=3263041.823090
Epoch[4] Batch [15099]:	Speed: 316.757055 samples/sec	top1-err=0.701011	top5-err=0.451655	train_loss=3274073.481766
Epoch[4] Batch [15149]:	Speed: 317.063707 samples/sec	top1-err=0.700916	top5-err=0.451577	train_loss=3284489.694427
Epoch[4] Batch [15199]:	Speed: 318.280001 samples/sec	top1-err=0.700908	top5-err=0.451586	train_loss=3295314.629700
Epoch[4] Batch [15249]:	Speed: 318.731754 samples/sec	top1-err=0.700911	top5-err=0.451577	train_loss=3306113.165436
Epoch[4] Batch [15299]:	Speed: 316.525580 samples/sec	top1-err=0.700910	top5-err=0.451560	train_loss=3316891.476517
Epoch[4] Batch [15349]:	Speed: 317.852890 samples/sec	top1-err=0.700880	top5-err=0.451530	train_loss=3327591.138397
Epoch[4] Batch [15399]:	Speed: 317.899499 samples/sec	top1-err=0.700878	top5-err=0.451512	train_loss=3338292.180252
Epoch[4] Batch [15449]:	Speed: 317.934139 samples/sec	top1-err=0.700833	top5-err=0.451494	train_loss=3348900.863556
Epoch[4] Batch [15499]:	Speed: 317.379163 samples/sec	top1-err=0.700844	top5-err=0.451489	train_loss=3359758.635666
Epoch[4] Batch [15549]:	Speed: 318.748543 samples/sec	top1-err=0.700809	top5-err=0.451475	train_loss=3370510.875412
Epoch[4] Batch [15599]:	Speed: 318.335304 samples/sec	top1-err=0.700779	top5-err=0.451435	train_loss=3381117.728378
Epoch[4] Batch [15649]:	Speed: 317.846966 samples/sec	top1-err=0.700769	top5-err=0.451421	train_loss=3391839.867188
Epoch[4] Batch [15699]:	Speed: 317.959114 samples/sec	top1-err=0.700771	top5-err=0.451366	train_loss=3402389.208481
Epoch[4] Batch [15749]:	Speed: 318.243015 samples/sec	top1-err=0.700761	top5-err=0.451383	train_loss=3413297.158020
Epoch[4] Batch [15799]:	Speed: 318.858843 samples/sec	top1-err=0.700781	top5-err=0.451358	train_loss=3424144.537521
Epoch[4] Batch [15849]:	Speed: 318.516893 samples/sec	top1-err=0.700797	top5-err=0.451337	train_loss=3434932.589142
Epoch[4] Batch [15899]:	Speed: 319.059451 samples/sec	top1-err=0.700828	top5-err=0.451343	train_loss=3445779.535019
Epoch[4] Batch [15949]:	Speed: 319.716773 samples/sec	top1-err=0.700810	top5-err=0.451360	train_loss=3456578.004364
Epoch[4] Batch [15999]:	Speed: 319.936261 samples/sec	top1-err=0.700769	top5-err=0.451296	train_loss=3467085.202789
Epoch[4] Batch [16049]:	Speed: 319.562519 samples/sec	top1-err=0.700706	top5-err=0.451195	train_loss=3477555.924911
Epoch[4] Batch [16099]:	Speed: 319.835336 samples/sec	top1-err=0.700722	top5-err=0.451222	train_loss=3488534.571381
Epoch[4] Batch [16149]:	Speed: 319.908618 samples/sec	top1-err=0.700693	top5-err=0.451186	train_loss=3499294.951263
Epoch[4] Batch [16199]:	Speed: 319.783952 samples/sec	top1-err=0.700676	top5-err=0.451188	train_loss=3510107.161697
Epoch[4] Batch [16249]:	Speed: 320.131005 samples/sec	top1-err=0.700674	top5-err=0.451171	train_loss=3520890.958267
Epoch[4] Batch [16299]:	Speed: 319.309849 samples/sec	top1-err=0.700705	top5-err=0.451151	train_loss=3531719.865341
Epoch[4] Batch [16349]:	Speed: 319.616625 samples/sec	top1-err=0.700697	top5-err=0.451113	train_loss=3542363.497055
Epoch[4] Batch [16399]:	Speed: 319.504971 samples/sec	top1-err=0.700641	top5-err=0.451080	train_loss=3553123.641327
Epoch[4] Batch [16449]:	Speed: 319.632289 samples/sec	top1-err=0.700606	top5-err=0.451006	train_loss=3563662.468658
Epoch[4] Batch [16499]:	Speed: 320.377902 samples/sec	top1-err=0.700609	top5-err=0.450979	train_loss=3574430.391800
Epoch[4] Batch [16549]:	Speed: 320.291189 samples/sec	top1-err=0.700625	top5-err=0.450993	train_loss=3585326.005997
Epoch[4] Batch [16599]:	Speed: 319.682208 samples/sec	top1-err=0.700585	top5-err=0.450923	train_loss=3595728.946442
Epoch[4] Batch [16649]:	Speed: 318.995518 samples/sec	top1-err=0.700623	top5-err=0.450950	train_loss=3606700.175522
Epoch[4] Batch [16699]:	Speed: 319.019728 samples/sec	top1-err=0.700652	top5-err=0.450961	train_loss=3617560.167709
Epoch[4] Batch [16749]:	Speed: 319.224844 samples/sec	top1-err=0.700652	top5-err=0.450963	train_loss=3628323.819733
Epoch[4] Batch [16799]:	Speed: 318.196856 samples/sec	top1-err=0.700603	top5-err=0.450911	train_loss=3638816.049774
Epoch[4] Batch [16849]:	Speed: 319.113895 samples/sec	top1-err=0.700583	top5-err=0.450880	train_loss=3649506.197540
Epoch[4] Batch [16899]:	Speed: 319.648694 samples/sec	top1-err=0.700560	top5-err=0.450876	train_loss=3660321.395447
Epoch[4] Batch [16949]:	Speed: 320.352140 samples/sec	top1-err=0.700572	top5-err=0.450874	train_loss=3671248.446304
Epoch[4] Batch [16999]:	Speed: 320.339379 samples/sec	top1-err=0.700510	top5-err=0.450830	train_loss=3681867.025909
Epoch[4] Batch [17049]:	Speed: 320.425232 samples/sec	top1-err=0.700476	top5-err=0.450821	train_loss=3692563.528214
Epoch[4] Batch [17099]:	Speed: 320.461878 samples/sec	top1-err=0.700461	top5-err=0.450841	train_loss=3703393.448349
Epoch[4] Batch [17149]:	Speed: 319.462490 samples/sec	top1-err=0.700402	top5-err=0.450807	train_loss=3713984.675369
Epoch[4] Batch [17199]:	Speed: 319.861259 samples/sec	top1-err=0.700379	top5-err=0.450771	train_loss=3724604.405182
Epoch[4] Batch [17249]:	Speed: 320.044913 samples/sec	top1-err=0.700354	top5-err=0.450738	train_loss=3735356.554352
Epoch[4] Batch [17299]:	Speed: 318.259699 samples/sec	top1-err=0.700334	top5-err=0.450720	train_loss=3746023.996735
Epoch[4] Batch [17349]:	Speed: 318.940167 samples/sec	top1-err=0.700313	top5-err=0.450680	train_loss=3756723.474289
Epoch[4] Batch [17399]:	Speed: 319.539474 samples/sec	top1-err=0.700267	top5-err=0.450618	train_loss=3767200.549896
Epoch[4] Batch [17449]:	Speed: 319.563272 samples/sec	top1-err=0.700245	top5-err=0.450590	train_loss=3777899.539948
Epoch[4] Batch [17499]:	Speed: 317.538783 samples/sec	top1-err=0.700281	top5-err=0.450599	train_loss=3788872.040787
Epoch[4] Batch [17549]:	Speed: 318.187683 samples/sec	top1-err=0.700275	top5-err=0.450586	train_loss=3799658.300125
Epoch[4] Batch [17599]:	Speed: 316.263759 samples/sec	top1-err=0.700287	top5-err=0.450595	train_loss=3810459.259384
Epoch[4] Batch [17649]:	Speed: 318.653971 samples/sec	top1-err=0.700281	top5-err=0.450612	train_loss=3821335.207352
Epoch[4] Batch [17699]:	Speed: 319.845305 samples/sec	top1-err=0.700310	top5-err=0.450615	train_loss=3832235.746719
Epoch[4] Batch [17749]:	Speed: 319.081896 samples/sec	top1-err=0.700304	top5-err=0.450570	train_loss=3842937.975632
Epoch[4] Batch [17799]:	Speed: 319.524253 samples/sec	top1-err=0.700274	top5-err=0.450524	train_loss=3853542.627319
Epoch[4] Batch [17849]:	Speed: 319.983254 samples/sec	top1-err=0.700291	top5-err=0.450520	train_loss=3864275.510956
Epoch[4] Batch [17899]:	Speed: 319.655431 samples/sec	top1-err=0.700292	top5-err=0.450525	train_loss=3875136.033051
Epoch[4] Batch [17949]:	Speed: 319.525264 samples/sec	top1-err=0.700307	top5-err=0.450554	train_loss=3886049.610641
Epoch[4] Batch [17999]:	Speed: 319.253356 samples/sec	top1-err=0.700297	top5-err=0.450561	train_loss=3896929.494904
Epoch[4] Batch [18049]:	Speed: 318.374578 samples/sec	top1-err=0.700302	top5-err=0.450580	train_loss=3907736.912827
Epoch[4] Batch [18099]:	Speed: 318.733737 samples/sec	top1-err=0.700306	top5-err=0.450553	train_loss=3918521.653534
Epoch[4] Batch [18149]:	Speed: 319.517840 samples/sec	top1-err=0.700282	top5-err=0.450535	train_loss=3929314.060913
Epoch[4] Batch [18199]:	Speed: 320.137258 samples/sec	top1-err=0.700280	top5-err=0.450561	train_loss=3940140.392822
Epoch[4] Batch [18249]:	Speed: 319.971720 samples/sec	top1-err=0.700281	top5-err=0.450569	train_loss=3951002.773651
Epoch[4] Batch [18299]:	Speed: 319.822677 samples/sec	top1-err=0.700262	top5-err=0.450568	train_loss=3961868.267593
Epoch[4] Batch [18349]:	Speed: 319.443459 samples/sec	top1-err=0.700256	top5-err=0.450546	train_loss=3972679.453171
Epoch[4] Batch [18399]:	Speed: 318.995761 samples/sec	top1-err=0.700259	top5-err=0.450538	train_loss=3983468.098450
Epoch[4] Batch [18449]:	Speed: 319.492156 samples/sec	top1-err=0.700216	top5-err=0.450521	train_loss=3994221.520844
Epoch[4] Batch [18499]:	Speed: 293.546626 samples/sec	top1-err=0.700217	top5-err=0.450480	train_loss=4004971.370285
Epoch[4] Batch [18549]:	Speed: 317.296668 samples/sec	top1-err=0.700216	top5-err=0.450476	train_loss=4015734.344467
Epoch[4] Batch [18599]:	Speed: 316.213240 samples/sec	top1-err=0.700204	top5-err=0.450498	train_loss=4026607.444168
Epoch[4] Batch [18649]:	Speed: 315.792561 samples/sec	top1-err=0.700225	top5-err=0.450463	train_loss=4037162.470337
Epoch[4] Batch [18699]:	Speed: 316.001581 samples/sec	top1-err=0.700218	top5-err=0.450460	train_loss=4047999.554916
Epoch[4] Batch [18749]:	Speed: 316.194177 samples/sec	top1-err=0.700233	top5-err=0.450448	train_loss=4058813.067596
Epoch[4] Batch [18799]:	Speed: 315.528568 samples/sec	top1-err=0.700215	top5-err=0.450417	train_loss=4069611.401382
Epoch[4] Batch [18849]:	Speed: 316.387507 samples/sec	top1-err=0.700223	top5-err=0.450464	train_loss=4080544.348282
Epoch[4] Batch [18899]:	Speed: 317.417473 samples/sec	top1-err=0.700210	top5-err=0.450427	train_loss=4091247.210770
Epoch[4] Batch [18949]:	Speed: 317.180400 samples/sec	top1-err=0.700211	top5-err=0.450414	train_loss=4102039.561951
Epoch[4] Batch [18999]:	Speed: 317.672923 samples/sec	top1-err=0.700192	top5-err=0.450418	train_loss=4112659.512924
Epoch[4] Batch [19049]:	Speed: 317.474294 samples/sec	top1-err=0.700201	top5-err=0.450404	train_loss=4123445.389206
Epoch[4] Batch [19099]:	Speed: 318.063578 samples/sec	top1-err=0.700214	top5-err=0.450413	train_loss=4134312.560196
Epoch[4] Batch [19149]:	Speed: 318.257481 samples/sec	top1-err=0.700187	top5-err=0.450424	train_loss=4145026.021973
Epoch[4] Batch [19199]:	Speed: 317.613979 samples/sec	top1-err=0.700207	top5-err=0.450444	train_loss=4155933.111572
Epoch[4] Batch [19249]:	Speed: 318.526871 samples/sec	top1-err=0.700184	top5-err=0.450429	train_loss=4166609.341095
Epoch[4] Batch [19299]:	Speed: 319.945635 samples/sec	top1-err=0.700200	top5-err=0.450451	train_loss=4177460.978394
Epoch[4] Batch [19349]:	Speed: 320.038220 samples/sec	top1-err=0.700161	top5-err=0.450427	train_loss=4188231.617722
Epoch[4] Batch [19399]:	Speed: 319.891005 samples/sec	top1-err=0.700143	top5-err=0.450391	train_loss=4198813.177780
